NroTrx;customerid;total;useragentbrowser;useragentoperatingsystem;useragentdevice;diasem
P059402;66780;67.5;Chrome;Windows;other;Lun
P059403;40531;72;Chrome;Windows;other;Lun
P059404;35621;370.2;Chrome;Windows;other;Lun
P059405;94759;235;Mobile Safari;iOS;iPhone;Lun
P059406;36792;130.2;Mobile Safari;iOS;iPhone;Lun
P059407;44356;141;Chrome Mobile;Android;other;Lun
P059408;92801;72;Chrome;Windows;other;Lun
P059409;33926;50.8;Safari;Mac OS X;other;Lun
P059410;61107;114;Chrome;Windows;other;Lun
P059411;52937;66.4;Mobile Safari;iOS;iPhone;Lun
P059412;65380;136.1;Chrome Mobile;Android;other;Lun
P059413;43480;127;Chrome;Windows;other;Lun
P059414;37935;91;Chrome;Windows;other;Lun
P059415;81932;184;Mobile Safari;iOS;iPhone;Lun
P059416;38042;57;Chrome;Windows;other;Lun
P059417;94779;58;Chrome Mobile;Android;other;Lun
P059418;82584;62.2;Chrome;Windows;other;Lun
P059419;35600;137;Mobile Safari;iOS;iPhone;Lun
P059420;39143;128.9;Mobile Safari;iOS;iPhone;Lun
P059421;44752;58;Chrome Mobile;Android;other;Lun
P059422;94715;85;Chrome;Windows;other;Lun
P059423;36095;53;Edge;Windows;other;Lun
P059424;47415;105;Chrome Mobile;Android;other;Lun
P059425;94410;148.2;Chrome Mobile;Android;other;Lun
P059426;48706;97.9;Chrome;Windows;other;Lun
P059427;94790;59;Chrome;Windows;other;Lun
P059428;51372;95.1;Chrome;Windows;other;Lun
P059429;88800;162.9;Chrome;Windows;other;Lun
P059430;72195;66.6;Mobile Safari;iOS;iPhone;Lun
P059431;44012;184;Chrome Mobile iOS;iOS;iPad;Lun
P059432;94290;125.4;Chrome;Windows;other;Lun
P059433;36768;58;Chrome;Windows;other;Lun
P059434;79357;104.4;Chrome;Windows;other;Lun
P059435;49370;89.3;Chrome;Windows;other;Lun
P059436;94791;100;Chrome Mobile;Android;other;Lun
P059437;94789;64.9;Chrome;Windows;other;Lun
P059438;59900;158;Chrome Mobile;Android;other;Lun
P059439;42684;83.9;Chrome;Windows;other;Lun
P059440;66741;80.8;Chrome;Windows;other;Lun
P059441;44828;85;Chrome;Windows;other;Lun
P059442;38001;105;Safari;Mac OS X;other;Lun
P059443;94474;60.9;Chrome Mobile;Android;other;Lun
P059444;82470;127.5;Chrome;Windows;other;Lun
P059445;64740;139.7;Chrome;Windows;other;Lun
P059446;59100;124.2;Safari;Mac OS X;other;Lun
P059447;62563;54.4;Mobile Safari;iOS;iPhone;Lun
P059448;48933;173.8;Chrome;Windows;other;Lun
P059449;42997;167.1;Chrome;Windows;other;Lun
P059450;36304;94.9;Chrome;Windows;other;Lun
P059451;50670;56;Chrome;Windows;other;Lun
P059452;38431;194.3;Chrome;Windows;other;Lun
P059453;52625;107.7;Chrome;Windows;other;Lun
P059454;94797;134.4;Desconocido;Other;other;Lun
P059455;73874;140.5;Chrome Mobile;Android;other;Lun
P059456;94800;104.4;Samsung Internet;Android;Samsung;Lun
P059457;65723;187.4;Safari;Mac OS X;other;Lun
P059458;49036;122.3;Chrome;Windows;other;Lun
P059459;60638;115.9;Chrome;Windows;other;Lun
P059460;44732;259.3;Chrome;Windows;other;Lun
P059461;94802;64;Edge;Windows;other;Lun
P059462;58414;90;Mobile Safari;iOS;iPhone;Lun
P059463;85852;87;Chrome;Windows;other;Lun
P059464;87605;67.9;Desconocido;Other;iOS;Lun
P059465;81214;56.7;Chrome;Mac OS X;other;Lun
P059466;94795;172.9;Mobile Safari;iOS;iPhone;Lun
P059467;58705;114;Mobile Safari;iOS;iPhone;Lun
P059468;37615;90;Chrome;Windows;other;Lun
P059469;84014;68.6;Chrome;Windows;other;Lun
P059470;53143;65.9;Desconocido;Other;iOS;Lun
P059471;70655;102;Chrome;Windows;other;Lun
P059472;77160;67.5;Chrome Mobile;Android;other;Lun
P059473;90710;50;Chrome;Windows;other;Lun
P059474;94814;92;Chrome Mobile;Android;other;Lun
P059475;50885;79;Edge;Windows;other;Lun
P059476;36069;157.9;Chrome;Windows;other;Lun
P059477;35415;67;Chrome;Windows;other;Lun
P059478;48452;123.5;Mobile Safari;iOS;iPhone;Lun
P059479;94813;90;Chrome;Windows;other;Lun
P059480;46911;86.9;Safari;Mac OS X;other;Lun
P059481;72339;54;Chrome;Windows;other;Lun
P059482;94816;97.2;Chrome;Windows;other;Lun
P059483;62035;71;Chrome;Mac OS X;other;Lun
P059484;94818;85.4;Chrome;Windows;other;Lun
P059485;41829;162;Chrome;Windows;other;Lun
P059486;94726;54;Desconocido;Other;iOS;Lun
P059487;43852;57;Chrome;Windows;other;Lun
P059488;45986;120.9;Mobile Safari;iOS;iPhone;Lun
P059489;75671;55;Chrome;Windows;other;Lun
P059490;43001;64;Chrome;Windows;other;Lun
P059491;76196;52.5;Chrome;Windows;other;Lun
P059492;35522;144.5;Chrome;Windows;other;Lun
P059493;70439;202;Desconocido;Other;iOS;Lun
P059494;63112;71;Safari;Mac OS X;other;Lun
P059495;39618;125;Mobile Safari;iOS;iPhone;Lun
P059496;94838;52;Chrome;Windows;other;Lun
P059497;70972;85.5;Chrome;Windows;other;Lun
P059498;66665;153.2;Chrome;Windows;other;Lun
P059499;57594;136;Chrome Mobile;Android;other;Lun
P059500;75394;79.4;Chrome;Windows;other;Lun
P059501;45885;66;Desconocido;Other;iOS;Lun
P059502;94841;58;Chrome;Windows;other;Lun
P059503;63221;160.4;Chrome;Windows;other;Lun
P059504;69604;98.1;Chrome;Windows;other;Lun
P059505;40514;63.8;Chrome;Windows;other;Lun
P059506;36813;56;Chrome;Windows;other;Lun
P059507;69648;105;Chrome;Windows;other;Lun
P059508;42514;109.8;Chrome;Windows;other;Lun
P059509;52887;55;Chrome;Windows;other;Lun
P059510;63896;128.3;Chrome;Windows;other;Lun
P059511;49442;82.9;Chrome;Windows;other;Lun
P059512;40765;99.3;Chrome Mobile;Android;other;Lun
P059513;53458;94.1;Chrome;Windows;other;Lun
P059514;82444;97;Chrome;Windows;other;Lun
P059515;37491;327.5;Safari;Mac OS X;other;Lun
P059516;83816;130;Mobile Safari;WKWebView;iOS;Lun
P059517;94850;132;Chrome;Windows;other;Lun
P059518;37883;82.9;Chrome Mobile;Android;other;Lun
P059519;63896;54;Chrome;Windows;other;Lun
P059520;43484;113.7;Mobile Safari;iOS;iPhone;Lun
P059521;66752;88;Chrome;Windows;other;Lun
P059522;57779;59.5;Chrome;Mac OS X;other;Lun
P059523;53773;113;Chrome;Windows;other;Lun
P059524;45444;74.5;Mobile Safari;iOS;iPhone;Lun
P059525;67675;141;Chrome Mobile;Android;other;Lun
P059526;35653;128;Chrome Mobile;Android;other;Lun
P059527;41057;99;Chrome;Windows;other;Lun
P059528;63326;73.2;Chrome;Windows;other;Lun
P059529;70883;94.4;Chrome;Windows;other;Lun
P059530;94857;84;Safari;Mac OS X;other;Lun
P059531;94206;109.2;Desconocido;Other;other;Lun
P059532;37129;68;Chrome;Windows;other;Lun
P059533;94865;130.5;Mobile Safari;WKWebView;iOS;Lun
P059534;39745;111.9;Chrome Mobile;Android;other;Lun
P059535;63694;152;Chrome;Windows;other;Lun
P059536;34218;65;Mobile Safari;iOS;iPhone;Lun
P059537;67446;113;Firefox;Windows;other;Lun
P059538;56416;185;Chrome;Mac OS X;other;Lun
P059539;49607;205;Chrome Mobile;Android;other;Lun
P059540;61895;111;Chrome;Windows;other;Lun
P059541;57958;126.4;Chrome Mobile;Android;other;Lun
P059542;53718;58;Chrome;Windows;other;Lun
P059543;40997;108.8;Safari;Mac OS X;other;Lun
P059544;94870;54;Chrome;Windows;other;Lun
P059545;76307;126.9;Chrome Mobile;Android;other;Lun
P059546;63232;106;Chrome;Windows;other;Lun
P059547;80779;91.9;Chrome;Mac OS X;other;Lun
P059548;36730;396;Edge;Windows;other;Lun
P059549;61004;65.7;Chrome;Windows;other;Lun
P059550;39887;64.9;Chrome Mobile;Android;other;Lun
P059551;46820;67;Mobile Safari;iOS;iPhone;Lun
P059552;37418;53.5;Chrome;Windows;other;Lun
P059553;68101;86;Chrome;Mac OS X;other;Lun
P059554;70831;54.5;Chrome;Windows;other;Lun
P059555;55611;114.5;Mobile Safari;iOS;iPhone;Lun
P059556;94149;129.5;Firefox;Windows;other;Lun
P059557;34661;52;Mobile Safari;iOS;iPhone;Lun
P059558;63794;168.2;Chrome;Windows;other;Lun
P059559;39193;95;Mobile Safari;iOS;iPhone;Lun
P059560;41875;146;Samsung Internet;Android;Samsung;Lun
P059561;59543;117.9;Chrome Mobile;Android;other;Lun
P059562;46820;50;Mobile Safari;iOS;iPhone;Lun
P059563;64025;52;Chrome Mobile;Android;other;Lun
P059564;94877;51.9;Mobile Safari;iOS;iPhone;Lun
P059565;94888;79;Mobile Safari;iOS;iPhone;Lun
P059566;40240;194;Chrome;Mac OS X;other;Lun
P059567;63875;138;Mobile Safari;iOS;iPhone;Lun
P059568;83759;100;Chrome;Windows;other;Lun
P059569;54066;113.5;Chrome Mobile;Android;other;Lun
P059570;36465;90;Chrome;Windows;other;Lun
P059571;83423;66;Chrome Mobile;Android;other;Lun
P059572;41385;183;Mobile Safari;iOS;iPhone;Lun
P059573;43040;125.8;Chrome Mobile;Android;other;Lun
P059574;69907;153.1;Chrome;Windows;other;Lun
P059575;70240;57.9;Chrome;Windows;other;Lun
P059576;85616;79.9;Chrome;Windows;other;Lun
P059577;54964;198.8;Chrome Mobile;Android;other;Lun
P059578;88991;191;Desconocido;Other;iOS;Lun
P059579;63206;94;Chrome Mobile;Android;other;Lun
P059580;64410;98;Chrome;Mac OS X;other;Lun
P059581;62209;113;Chrome Mobile;Android;other;Lun
P059582;51259;56;Chrome;Windows;other;Lun
P059583;71606;77.2;Chrome Mobile;Android;other;Lun
P059584;94903;119;Desconocido;Other;other;Lun
P059585;87130;61;Edge;Windows;other;Lun
P059586;40865;81.4;Chrome;Windows;other;Lun
P059587;63928;108.2;Chrome;Windows;other;Lun
P059588;44033;111.9;Chrome;Windows;other;Lun
P059589;39680;68.5;Chrome;Windows;other;Lun
P059590;94858;63;Chrome Mobile;Android;other;Lun
P059591;37595;123.7;Chrome Mobile;Android;other;Lun
P059592;57569;56;Chrome;Windows;other;Lun
P059593;94907;154;Chrome;Windows;other;Lun
P059594;94904;115;Chrome;Windows;other;Lun
P059595;56359;172;Chrome;Windows;other;Lun
P059596;42075;54.5;Chrome;Windows;other;Lun
P059597;94912;60;Mobile Safari;iOS;iPhone;Lun
P059598;82207;55;Mobile Safari;iOS;iPhone;Lun
P059599;94915;113;Desconocido;Other;iOS;Lun
P059600;74735;156.8;Chrome;Windows;other;Lun
P059601;94920;53.4;Chrome Mobile;Android;LG;Lun
P059602;43197;135;Safari;Mac OS X;other;Lun
P059603;45333;107.4;Chrome Mobile;Android;other;Lun
P059604;45351;174.4;Chrome;Windows;other;Lun
P059605;84211;101.9;Mobile Safari;iOS;iPhone;Lun
P059606;46694;58;Chrome Mobile;Android;other;Lun
P059607;94904;72;Chrome;Windows;other;Lun
P059608;44166;84;Chrome;Windows;other;Lun
P059609;43672;57.9;Chrome;Windows;other;Lun
P059610;70084;185.3;Mobile Safari;iOS;iPhone;Lun
P059611;57728;154;Chrome Mobile;Android;other;Lun
P059612;57903;57.2;Chrome;Windows;other;Lun
P059613;49726;187.1;Chrome;Windows;other;Lun
P059614;94548;103.7;Edge;Windows;other;Lun
P059615;50674;247;Mobile Safari;iOS;iPhone;Lun
P059616;75724;125.3;Chrome;Windows;other;Lun
P059617;78645;67;Mobile Safari;iOS;iPhone;Lun
P059618;94929;135.4;Mobile Safari;iOS;iPhone;Lun
P059619;38781;54.5;Mobile Safari;iOS;iPhone;Lun
P059620;68963;138;Chrome Mobile;Android;other;Lun
P059621;46694;121.9;Chrome Mobile;Android;other;Lun
P059622;78809;199;Firefox;Mac OS X;other;Lun
P059623;94621;72.9;Chrome;Windows;other;Lun
P059624;44248;121;Chrome;Windows;other;Lun
P059625;94930;50.9;Desconocido;Other;other;Lun
P059626;71893;67;Mobile Safari;iOS;iPhone;Lun
P059627;36547;80;Chrome Mobile;Android;other;Lun
P059628;39514;106.5;Chrome;Windows;other;Lun
P059629;50780;214.8;Mobile Safari;iOS;iPhone;Lun
P059630;51537;54.4;Chrome Mobile;Android;other;Lun
P059631;34406;66.2;Chrome;Windows;other;Lun
P059632;45166;59.5;Chrome;Windows;other;Lun
P059633;40615;127;Chrome;Windows;other;Lun
P059634;54648;65.2;Chrome;Windows;other;Lun
P059635;94933;111;Safari;Mac OS X;other;Lun
P059636;57330;86.5;Chrome;Windows;other;Lun
P059637;75420;72.9;Chrome Mobile;Android;other;Lun
P059638;53070;251.1;Chrome;Windows;other;Lun
P059639;63925;97.1;Desconocido;Other;iOS;Lun
P059640;58411;84;Desconocido;Other;iOS;Lun
P059641;80450;53;Mobile Safari;iOS;iPhone;Lun
P059642;55434;112.5;Chrome;Windows;other;Lun
P059643;51265;87;Chrome;Windows;other;Lun
P059644;94887;132.5;Chrome;Windows;other;Lun
P059645;63511;130.5;Chrome;Windows;other;Lun
P059646;47047;143;Samsung Internet;Android;Samsung;Lun
P059647;48272;134.4;Mobile Safari;iOS;iPhone;Lun
P059648;37757;151.5;Chrome Mobile;Android;other;Lun
P059649;35016;135.7;Chrome;Windows;other;Lun
P059650;59952;70;Chrome;Windows;other;Lun
P059651;51723;81;Edge;Windows;other;Lun
P059652;51610;128;Chrome;Windows;other;Lun
P059653;86693;77;Chrome;Windows;other;Lun
P059654;55838;87;Chrome;Windows;other;Lun
P059655;46803;80;Mobile Safari;iOS;iPhone;Lun
P059656;59285;86;Chrome;Windows;other;Lun
P059657;35073;71.4;Safari;Mac OS X;other;Lun
P059658;93907;108.7;Mobile Safari;iOS;iPhone;Lun
P059659;56128;56;Chrome Mobile;Android;other;Lun
P059660;94948;51;Chrome;Windows;other;Lun
P059661;94953;57;Chrome;Windows;other;Lun
P059662;55152;68;Chrome;Windows;other;Lun
P059663;42446;62.8;Mobile Safari;iOS;iPad;Lun
P059664;50511;55;Mobile Safari;iOS;iPhone;Lun
P059665;51180;123.9;Chrome;Windows;other;Lun
P059666;94956;76;Chrome;Windows;other;Lun
P059667;48638;130.2;Safari;Mac OS X;other;Lun
P059668;43715;111.1;Chrome;Windows;other;Lun
P059669;94960;51.5;Chrome;Windows;other;Lun
P059670;44695;115.5;Chrome;Windows;other;Lun
P059671;56823;79.8;Chrome Mobile;Android;other;Lun
P059672;71691;128.9;Chrome Mobile;Android;other;Lun
P059673;71402;115;Chrome Mobile;Android;other;Lun
P059674;47135;69;Mobile Safari;iOS;iPhone;Lun
P059675;51834;120.8;Mobile Safari;iOS;iPhone;Lun
P059676;94962;111;Chrome;Windows;other;Lun
P059677;36767;59;Chrome;Windows;other;Lun
P059678;55249;99.5;Mobile Safari;iOS;iPhone;Lun
P059679;47297;96;Chrome;Windows;other;Lun
P059680;47731;101;Safari;Mac OS X;other;Lun
P059681;40496;246.1;Mobile Safari;iOS;iPhone;Lun
P059682;67947;126;Chrome;Windows;other;Lun
P059683;70574;119.8;Chrome;Windows;other;Lun
P059684;73887;61;Mobile Safari;iOS;iPhone;Lun
P059685;81959;94.5;Chrome;Windows;other;Lun
P059686;94965;62.5;Desconocido;Other;other;Lun
P059687;57197;164.4;Chrome Mobile;Android;other;Lun
P059688;46071;77;Mobile Safari;iOS;iPhone;Lun
P059689;36639;73;Chrome Mobile;Android;other;Lun
P059690;45955;72;Safari;Mac OS X;other;Lun
P059691;47311;101;Chrome;Windows;other;Lun
P059692;84702;115;Chrome;Windows;other;Lun
P059693;48701;95.8;Chrome;Windows;other;Lun
P059694;54399;71;Chrome;Windows;other;Lun
P059695;39970;62;Chrome;Windows;other;Lun
P059696;63827;109;Desconocido;Other;other;Lun
P059697;64281;64.2;Chrome;Windows;other;Lun
P059698;94957;86;Chrome;Mac OS X;other;Lun
P059699;52831;119.4;Edge;Windows;other;Lun
P059700;43600;58;Chrome;Windows;other;Lun
P059701;78828;84;Safari;Mac OS X;other;Lun
P059702;61032;126;Mobile Safari;iOS;iPhone;Lun
P059703;67350;97.4;Mobile Safari;iOS;iPad;Lun
P059704;94951;89.2;Chrome;Windows;other;Lun
P059705;94980;51.9;Mobile Safari;iOS;iPhone;Lun
P059706;66291;53.2;Chrome Mobile WebView;Android;Samsung;Lun
P059707;94983;54;Desconocido;Other;iOS;Lun
P059708;45369;94;Chrome Mobile iOS;iOS;iPad;Lun
P059709;94687;295.8;Desconocido;Other;iOS;Lun
P059710;94986;53.8;Mobile Safari;iOS;iPhone;Lun
P059711;55629;66;Mobile Safari;iOS;iPhone;Lun
P059712;83558;54;Mobile Safari;iOS;iPhone;Lun
P059713;94959;54;Desconocido;Other;other;Lun
P059714;59639;54;Chrome;Mac OS X;other;Lun
P059715;34156;227;Mobile Safari;iOS;iPhone;Lun
P059716;51548;135.8;Chrome;Windows;other;Lun
P059717;88021;68.7;Chrome;Windows;other;Lun
P059718;43342;159.3;Chrome;Windows;other;Lun
P059719;70697;140.2;Chrome;Windows;other;Lun
P059720;75775;289;Chrome;Windows;other;Lun
P059721;55276;83;Chrome Mobile;Android;other;Lun
P059722;48089;162.2;Chrome Mobile;Android;other;Lun
P059723;90176;75;Desconocido;Other;iOS;Lun
P059724;75018;107;Chrome;Windows;other;Lun
P059725;57578;157.6;Chrome;Mac OS X;other;Lun
P059726;55795;107;Chrome Mobile;Android;LG;Lun
P059727;53072;76.8;Chrome;Mac OS X;other;Lun
P059728;53839;93.2;Chrome;Windows;other;Lun
P059729;69352;133;Chrome Mobile;Android;other;Lun
P059730;77862;80.9;Chrome;Windows;other;Lun
P059731;95001;62;Chrome Mobile iOS;iOS;iPhone;Lun
P059732;40500;119;Chrome Mobile;Android;LG;Lun
P059733;94773;93;Chrome;Windows;other;Lun
P059734;61952;118;Desconocido;Other;iOS;Lun
P059735;69770;55.5;Chrome Mobile iOS;iOS;iPhone;Lun
P059736;94997;110;Chrome;Windows;other;Lun
P059737;58087;110;Chrome;Windows;other;Lun
P059738;79783;103.2;Chrome;Windows;other;Lun
P059739;73692;94.9;Mobile Safari;iOS;iPhone;Lun
P059740;72779;58;Chrome;Windows;other;Lun
P059741;43689;142;Chrome;Windows;other;Lun
P059742;74389;141.8;Chrome;Windows;other;Lun
P059743;43056;120.5;Chrome;Windows;other;Lun
P059744;95007;55;Chrome;Mac OS X;other;Lun
P059745;95015;163.4;Mobile Safari;iOS;iPhone;Lun
P059746;52030;104.9;Chrome;Windows;other;Lun
P059747;49013;187.7;Chrome Mobile;Android;other;Lun
P059748;36366;56;Chrome;Windows;other;Lun
P059749;95018;55.7;Firefox;Windows;other;Lun
P059750;95021;66.9;Desconocido;Other;other;Lun
P059751;38783;60;Chrome;Windows;other;Lun
P059752;74945;170;Chrome;Windows;other;Lun
P059753;59476;201;Mobile Safari;iOS;iPhone;Lun
P059754;53198;130.4;Chrome Mobile;Android;other;Lun
P059755;69568;64.5;Chrome;Mac OS X;other;Lun
P059756;51386;101;Firefox;Windows;other;Lun
P059757;70243;68.7;Chrome;Windows;other;Lun
P059758;49946;165;Chrome;Windows;other;Lun
P059759;33888;57;Chrome Mobile;Android;other;Lun
P059760;69568;52.5;Chrome;Mac OS X;other;Lun
P059761;35248;149.8;Chrome;Windows;other;Lun
P059762;95029;71;Chrome Mobile;Android;other;Lun
P059763;52981;104.5;Chrome;Mac OS X;other;Lun
P059764;49835;148.5;Chrome Mobile;Android;other;Lun
P059765;70168;176;Chrome;Windows;other;Lun
P059766;95031;106.6;Mobile Safari;iOS;iPhone;Lun
P059767;37220;95.2;Chrome;Windows;other;Lun
P059768;95030;69.5;Chrome;Windows;other;Lun
P059769;57808;52;Chrome;Windows;other;Lun
P059770;55082;69;Chrome;Windows;other;Lun
P059771;67665;70;Chrome Mobile;Android;other;Lun
P059772;38450;71.9;Chrome Mobile;Android;other;Lun
P059773;76312;160;Chrome;Windows;other;Lun
P059774;49290;50;Chrome;Windows;other;Lun
P059775;49929;94.5;Chrome;Windows;other;Lun
P059776;82030;63.3;Chrome Mobile;Android;other;Lun
P059777;61812;94;Chrome;Windows;other;Lun
P059778;55668;84;Chrome;Windows;other;Lun
P059779;53175;65.1;Chrome;Windows;other;Lun
P059780;45434;113;Mobile Safari;iOS;iPhone;Lun
P059781;53202;117;Chrome;Windows;other;Lun
P059782;43060;103.4;Chrome;Windows;other;Lun
P059783;46336;86;Mobile Safari;iOS;iPhone;Lun
P059784;94376;80;Chrome Mobile;Android;other;Lun
P059785;71210;217.8;Mobile Safari;iOS;iPhone;Lun
P059786;39565;136;Firefox;Windows;other;Lun
P059787;48978;52;Mobile Safari;iOS;iPhone;Lun
P059788;87087;75.9;Chrome;Windows;other;Lun
P059789;61624;116;Chrome;Windows;other;Lun
P059790;45284;109;Chrome;Windows;other;Lun
P059791;46976;134.2;Chrome Mobile;Android;other;Lun
P059792;95042;240;Chrome;Mac OS X;other;Lun
P059793;95040;79.1;Mobile Safari;iOS;iPad;Lun
P059794;63687;480;Mobile Safari;iOS;iPhone;Lun
P059795;38474;130;Chrome;Windows;other;Lun
P059796;35254;207.7;Chrome;Windows;other;Lun
P059797;95041;58;Chrome;Windows;other;Lun
P059798;68351;50.5;Mobile Safari;iOS;iPhone;Lun
P059799;52723;213.8;Chrome Mobile;Android;LG;Lun
P059800;41502;167.1;Mobile Safari;iOS;iPhone;Lun
P059801;40527;174.5;Chrome;Windows;other;Lun
P059802;40401;86;Chrome;Windows;other;Lun
P059803;77377;61;Mobile Safari;iOS;iPhone;Lun
P059804;41951;63.5;Chrome;Windows;other;Lun
P059805;38111;52.5;Chrome;Windows;other;Lun
P059806;58805;57.9;Chrome;Windows;other;Lun
P059807;57671;137.4;Safari;Mac OS X;other;Lun
P059808;76212;108;Chrome;Windows;other;Lun
P059809;95045;113;Mobile Safari;iOS;iPhone;Lun
P059810;95057;103;Chrome;Windows;other;Lun
P059811;91423;56;Chrome;Windows;other;Lun
P059812;40469;125;Chrome;Windows;other;Lun
P059813;34749;179.5;Mobile Safari;iOS;iPhone;Lun
P059814;46122;120;Safari;Mac OS X;other;Lun
P059815;50497;74.9;Desconocido;Other;other;Lun
P059816;55640;161;Chrome;Windows;other;Lun
P059817;50328;116.4;Mobile Safari;iOS;iPad;Lun
P059818;95056;61.5;Mobile Safari;WKWebView;iOS;Lun
P059819;94590;92.8;Desconocido;Other;iOS;Lun
P059820;95010;50.2;Chrome;Windows;other;Lun
P059821;48834;56;Mobile Safari;iOS;iPhone;Lun
P059822;65724;56.5;Firefox;Windows;other;Lun
P059823;59077;165.9;Mobile Safari;iOS;iPhone;Lun
P059824;78089;82;Mobile Safari;iOS;iPhone;Lun
P059825;54144;55;Chrome;Windows;other;Lun
P059826;95062;216;Chrome;Mac OS X;other;Lun
P059827;40776;100;Chrome Mobile;Android;other;Lun
P059828;59911;51.5;Mobile Safari;iOS;iPhone;Lun
P059829;43269;66.4;Desconocido;Other;other;Lun
P059830;53015;175;Chrome;Windows;other;Lun
P059831;95048;57.5;Chrome;Windows;other;Lun
P059832;70489;101.5;Chrome Mobile;Android;other;Lun
P059833;34380;52;Mobile Safari;WKWebView;iOS;Lun
P059834;71101;53;Mobile Safari;iOS;iPhone;Lun
P059835;94109;56.9;Chrome;Windows;other;Lun
P059836;33846;58;Chrome;Windows;other;Lun
P059837;47829;99.6;Chrome Mobile;Android;other;Lun
P059838;49115;72;Chrome;Mac OS X;other;Lun
P059839;95059;108.2;Chrome;Mac OS X;other;Lun
P059840;90801;84.5;Chrome;Windows;other;Lun
P059841;37883;103;Chrome Mobile;Android;other;Lun
P059842;95078;125.4;Chrome;Windows;other;Lun
P059843;95079;51.1;Chrome;Windows;other;Lun
P059844;54034;134;Chrome;Windows;other;Lun
P059845;95060;73;Chrome;Windows;other;Lun
P059846;95076;74.4;Desconocido;Other;other;Lun
P059847;44533;76.3;Mobile Safari;iOS;iPhone;Lun
P059848;46376;123;Chrome Mobile;Android;other;Lun
P059849;48930;212;Firefox;Windows;other;Lun
P059850;55158;101.5;Chrome;Windows;other;Lun
P059851;95032;57.5;Chrome;Windows;other;Lun
P059852;47270;80.5;Chrome;Windows;other;Lun
P059853;56406;84;Mobile Safari;iOS;iPhone;Lun
P059854;68221;67;Chrome;Windows;other;Lun
P059855;95085;194.7;Chrome;Windows;other;Lun
P059856;78260;107;Chrome;Windows;other;Lun
P059857;47947;106.1;Chrome Mobile;Android;other;Lun
P059858;39263;103;Chrome Mobile;Android;other;Lun
P059859;35240;65.5;Mobile Safari;iOS;iPhone;Lun
P059860;73153;71;Chrome;Windows;other;Lun
P059861;95089;85.4;Chrome;Windows;other;Lun
P059862;36630;94;Chrome;Windows;other;Lun
P059863;57762;110.9;Desconocido;Other;iOS;Lun
P059864;37372;388;Firefox;Windows;other;Lun
P059865;74192;105;Firefox;Windows;other;Lun
P059866;71309;54;Desconocido;Other;other;Lun
P059867;41607;63.3;Chrome Mobile;Android;other;Lun
P059868;36686;99;Chrome;Windows;other;Lun
P059869;82805;96;Chrome;Windows;other;Lun
P059870;58454;270;Chrome;Windows;other;Lun
P059871;62665;69;Chrome;Windows;other;Lun
P059872;65553;227.9;Mobile Safari;iOS;iPhone;Lun
P059873;41965;56;Chrome;Windows;other;Lun
P059874;81139;68;Chrome Mobile;Android;other;Lun
P059875;35008;122.2;Desconocido;Other;other;Lun
P059876;71387;60;Chrome;Windows;other;Lun
P059877;63703;67.4;Firefox;Windows;other;Lun
P059878;69167;308;Mobile Safari;iOS;iPhone;Lun
P059879;95099;93.4;Chrome;Windows;other;Lun
P059880;78186;101.2;Chrome;Mac OS X;other;Lun
P059881;92494;57;Chrome;Windows;other;Lun
P059882;82642;122;Firefox;Windows;other;Lun
P059883;44736;215.3;Chrome;Windows;other;Lun
P059884;67848;50.6;Chrome Mobile;Android;other;Lun
P059885;36000;330;Chrome;Mac OS X;other;Lun
P059886;67394;177.2;Chrome Mobile;Android;other;Lun
P059887;42544;398.5;Chrome;Windows;other;Lun
P059888;88706;72;Chrome;Windows;other;Lun
P059889;36000;114;Chrome;Mac OS X;other;Lun
P059890;47584;125;Chrome;Windows;other;Lun
P059891;55158;128;Chrome;Windows;other;Lun
P059892;88386;61;Chrome;Windows;other;Lun
P059893;47574;105.6;Chrome Mobile iOS;iOS;iPad;Lun
P059894;38724;70.9;Mobile Safari;iOS;iPad;Lun
P059895;85832;92;Mobile Safari;iOS;iPhone;Lun
P059896;95114;55;Chrome;Mac OS X;other;Lun
P059897;67460;102;Samsung Internet;Android;Samsung;Lun
P059898;54327;125.5;Chrome;Windows;other;Lun
P059899;36025;88.4;Edge;Windows;other;Lun
P059900;52953;194;Desconocido;Other;other;Lun
P059901;81103;98.5;Chrome;Windows;other;Lun
P059902;73652;149;Chrome;Windows;other;Lun
P059903;59929;179.6;Chrome;Windows;other;Lun
P059904;62840;103.6;Chrome;Mac OS X;other;Lun
P059905;37081;93;Chrome Mobile;Android;other;Lun
P059906;73219;84.4;Safari;Mac OS X;other;Lun
P059907;57639;87.8;Firefox;Windows;other;Lun
P059908;55489;82;Chrome Mobile;Android;other;Lun
P059909;36624;168;Desconocido;Other;iOS;Lun
P059910;51989;152;Chrome;Windows;other;Lun
P059911;44666;194.9;Chrome Mobile iOS;iOS;iPhone;Lun
P059912;40024;84;Desconocido;Other;iOS;Lun
P059913;57937;281.2;Mobile Safari;iOS;iPhone;Lun
P059914;61024;83;Edge;Windows;other;Lun
P059915;47503;79;Chrome;Windows;other;Lun
P059916;54810;71.8;Chrome;Windows;other;Lun
P059917;62781;58;Chrome Mobile;Android;other;Lun
P059918;68030;138.5;Opera;Windows;other;Lun
P059919;40886;126;Chrome;Windows;other;Lun
P059920;95122;81.2;Chrome;Windows;other;Lun
